step,indoor_temp,heating_setpoint,cooling_setpoint,reward,next_indoor_temp,energy_penalty,comfort_penalty
62,23.443197,12.0,30.0,-1.2939817624335088,26.768098831176758,0.0,0.0
63,26.768099,12.0,23.25,-1.818143541338214,26.94647789001465,0.0,0.0
64,26.946478,12.0,23.25,-0.12096468106701769,24.071369171142578,0.0,0.0
65,24.07137,12.0,23.25,-0.10041086382681533,23.654748916625977,0.0,0.0
66,23.654749,12.0,30.0,-0.09080707582498895,23.618846893310547,0.0,0.0
67,23.618847,12.0,30.0,-1.1664638731288743,26.404695510864258,0.0,0.0
68,26.404696,12.0,23.25,-1.7469811836960005,27.123592376708984,0.0,0.0
69,27.123592,12.0,23.25,-0.04832913505344338,23.383193969726562,0.0,0.0
70,23.383194,12.0,30.0,-0.05517775465044737,23.265539169311523,0.0,0.0
71,23.26554,12.0,30.0,-0.6345675925639682,24.823360443115234,0.0,0.0
72,24.82336,12.0,23.25,-0.9050568545958768,25.314857482910156,0.0,0.0
73,25.314857,12.0,23.25,-0.019156485541203406,23.536556243896484,0.0,0.0
74,23.536556,12.0,30.0,-0.00589738497079933,23.541004180908203,0.0,0.0
75,23.541004,12.0,30.0,-0.12603634619201115,23.565982818603516,0.0,0.0
76,23.565983,12.0,30.0,-0.21225305334960792,24.541183471679688,0.0,0.0
77,24.541183,12.0,23.25,-0.1907013041401005,23.850543975830078,0.0,0.0
78,23.850544,12.0,30.0,-0.00589738497079933,22.88282012939453,0.0,0.0
79,22.88282,12.0,30.0,-0.00589738497079933,22.702739715576172,0.0,0.0
80,22.70274,12.0,30.0,-0.00589738497079933,23.702247619628906,0.0,0.0
81,23.702248,12.0,30.0,-0.00589738497079933,23.76369857788086,0.0,0.0
82,23.763699,12.0,30.0,-0.00589738497079933,22.139116287231445,0.0,0.0
83,22.139116,12.0,30.0,-0.00589738497079933,22.380491256713867,0.0,0.0
84,22.380491,12.0,30.0,-0.00589738497079933,21.219501495361328,0.0,0.0
85,21.219501,12.0,30.0,-0.00589738497079933,22.11527442932129,0.0,0.0
86,22.115274,12.0,30.0,-0.00589738497079933,21.712966918945312,0.0,0.0
87,21.712967,12.0,30.0,-0.00589738497079933,21.83197021484375,0.0,0.0
88,21.83197,12.0,30.0,-0.00589738497079933,20.840242385864258,0.0,0.0
89,20.840242,12.0,30.0,-0.00589738497079933,20.39208984375,0.0,0.0
90,20.39209,12.0,30.0,-0.00589738497079933,19.688467025756836,0.0,0.0
91,19.688467,23.25,30.0,-0.00589738497079933,20.484455108642578,0.0,0.0
92,20.484455,12.0,30.0,-0.48383429717975346,20.490928649902344,0.0,0.0
93,20.490929,12.0,30.0,-0.00589738497079933,21.071971893310547,0.0,0.0
94,21.071972,12.0,30.0,-0.00589738497079933,20.35061264038086,0.0,0.0
95,20.350613,12.0,30.0,-0.015598830842782744,20.455949783325195,0.0,0.0
96,20.45595,12.0,30.0,-0.035244791814569285,20.074512481689453,0.0,0.0
97,20.074512,12.0,30.0,-0.1015703481729862,19.61384391784668,0.0,0.0
98,19.613844,23.25,30.0,-0.15745890481531497,19.685041427612305,0.0,0.0
99,19.685041,23.25,30.0,-0.4898096656807472,20.592302322387695,0.0,0.0
100,20.592302,12.0,30.0,-0.4897265490028151,21.132083892822266,0.0,0.0
101,21.132084,12.0,30.0,-0.047712616920332775,20.130739212036133,0.0,0.0
102,20.13074,12.0,30.0,-0.1392261125664636,19.673171997070312,0.0,0.0
103,19.673172,23.25,30.0,-0.18527171563209605,19.098983764648438,0.0,0.0
104,19.098984,23.25,30.0,-0.48383429717975346,20.338809967041016,0.0,0.0
105,20.33881,12.0,30.0,-0.48383429717975346,20.448732376098633,0.0,0.0
106,20.448732,12.0,30.0,-0.04173453894968842,20.258214950561523,0.0,0.0
107,20.258215,12.0,30.0,-0.14306358278258818,19.531810760498047,0.0,0.0
108,19.53181,23.25,30.0,-0.20325582680240833,19.915203094482422,0.0,0.0
109,19.915203,23.25,30.0,-0.48383429717975346,20.313419342041016,0.0,0.0
110,20.31342,12.0,30.0,-0.48383429717975346,19.998844146728516,0.0,0.0
111,19.998844,23.25,30.0,-0.10673370056943204,19.805875778198242,0.0,0.0
112,19.805876,23.25,30.0,-0.48383429717975346,20.63553237915039,0.0,0.0
113,20.635532,12.0,30.0,-0.48383429717975346,20.919673919677734,0.0,0.0
114,20.919674,12.0,30.0,-0.00589738497079933,19.424278259277344,0.0,0.0
115,19.424278,23.25,30.0,-0.10176136419105758,20.41513442993164,0.0,0.0
116,20.415134,12.0,30.0,-0.48383429717975346,20.45250701904297,0.0,0.0
117,20.452507,12.0,30.0,-0.06938972733628829,19.476612091064453,0.0,0.0
118,19.476612,23.25,30.0,-0.17588453807519328,19.758935928344727,0.0,0.0
119,19.758936,23.25,30.0,-0.5173671018508945,19.921443939208984,0.0,0.0
120,19.921444,23.25,30.0,-0.5153804775418701,20.925724029541016,0.0,0.0
121,20.925724,12.0,30.0,-0.5133916953180798,21.31723976135254,0.0,0.0
122,21.31724,12.0,30.0,-0.051914021963552305,19.740568161010742,0.0,0.0
123,19.740568,23.25,30.0,-0.15211675865996058,19.946531295776367,0.0,0.0
124,19.946531,23.25,30.0,-0.5131857880658786,19.379234313964844,0.0,0.0
125,19.379234,23.25,30.0,-0.503152033495835,20.503835678100586,0.0,0.0
126,20.503836,12.0,30.0,-0.4504405450221657,20.935216903686523,0.0,0.0
127,20.935217,12.0,30.0,-0.02494492263351265,21.865262985229492,0.0,0.0
128,21.865263,12.0,30.0,-0.017420202008334464,22.330936431884766,0.0,0.0
129,22.330936,12.0,30.0,-0.011031012098072111,22.73411750793457,0.0,0.0
130,22.734118,12.0,30.0,-0.08476885287450214,24.04657554626465,0.0,0.0
131,24.046576,12.0,23.25,-0.5856766571097598,24.954919815063477,0.0,0.0
132,24.95492,12.0,23.25,-0.027038406007221023,23.09731101989746,0.0,0.0
133,23.097311,12.0,30.0,-0.036590468664314396,22.556930541992188,0.0,0.0
134,22.55693,12.0,30.0,-0.7746426946819618,24.7305965423584,0.0,0.0
135,24.730597,12.0,23.25,-1.223727917006208,25.982206344604492,0.0,0.0
136,25.982206,12.0,23.25,-0.10287542554193713,23.646455764770508,0.0,0.0
137,23.646456,12.0,30.0,-0.09049334699437868,23.185169219970703,0.0,0.0
138,23.18517,12.0,30.0,-1.0482679293424457,25.390378952026367,0.0,0.0
139,25.390379,12.0,23.25,-1.4837855519722982,27.830135345458984,0.0,0.0
140,27.830135,12.0,23.25,-0.1554062616983877,22.57035255432129,0.0,0.0
141,22.570353,12.0,30.0,-0.12167322939259956,23.686487197875977,0.0,0.0
142,23.686487,12.0,30.0,-1.0904859305531074,25.858699798583984,0.0,0.0
143,25.8587,12.0,23.25,-1.45050900131424,26.085769653320312,0.0,0.0
144,26.08577,12.0,23.25,-0.16930226038507473,23.15679931640625,0.0,0.0
145,23.1568,12.0,30.0,-0.1413932789290687,24.310184478759766,0.0,0.0
146,24.310184,12.0,23.25,-0.9437333811250308,25.427661895751953,0.0,0.0
147,25.427662,12.0,23.25,-0.2665582918851614,22.608112335205078,0.0,0.0
148,22.608112,12.0,30.0,-0.26665630516538785,23.024471282958984,0.0,0.0
149,23.024471,12.0,30.0,-1.1500843842037176,26.27536392211914,0.0,0.0
150,26.275364,12.0,23.25,-1.7466294163308018,27.873151779174805,0.0,0.0
151,27.873152,12.0,23.25,-0.3718902491731313,23.029510498046875,0.0,0.0
152,23.02951,12.0,30.0,-0.3135863567131853,22.38093376159668,0.0,0.0
153,22.380934,12.0,30.0,-1.3710991176445109,25.477399826049805,0.0,0.0
154,25.4774,12.0,23.25,-2.0343591695085443,27.48072624206543,0.0,0.0
155,27.480726,12.0,23.25,-0.38773073903730626,23.469146728515625,0.0,0.0
156,23.469147,12.0,30.0,-0.3485975411395764,23.590742111206055,0.0,0.0
157,23.590742,12.0,30.0,-1.4496995166228253,26.429582595825195,0.0,0.0
158,26.429583,12.0,23.25,-2.2032705016965046,28.44003677368164,0.0,0.0
159,28.440037,12.0,23.25,-0.419345492013513,23.23439598083496,0.0,0.0
160,23.234396,12.0,30.0,-0.33714658534366876,23.427385330200195,0.0,0.0
161,23.427385,12.0,30.0,-1.390770541251818,27.124027252197266,0.0,0.0
162,27.124027,12.0,23.25,-2.0490269111852526,27.829771041870117,0.0,0.0
163,27.829771,12.0,23.25,-0.3129667282759482,23.45318031311035,0.0,0.0
164,23.45318,12.0,30.0,-0.2756495687119622,22.76523780822754,0.0,0.0
165,22.765238,12.0,30.0,-1.2581334433699916,25.659929275512695,0.0,0.0
166,25.65993,12.0,23.25,-1.9244920213445016,27.179155349731445,0.0,0.0
167,27.179155,12.0,23.25,-0.12407196228621825,23.516014099121094,0.0,0.0
168,23.516014,12.0,30.0,-0.06845271261966293,23.035110473632812,0.0,0.0
169,23.03511,12.0,30.0,-0.6141388213759527,24.71904754638672,0.0,0.0
170,24.719048,12.0,23.25,-0.9617614439061306,24.984237670898438,0.0,0.0
171,24.984238,12.0,23.25,-0.013884208806324318,22.98213768005371,0.0,0.0
172,22.982138,12.0,30.0,-0.00589738497079933,23.128154754638672,0.0,0.0
173,23.128155,12.0,30.0,-0.12220823165904987,23.397804260253906,0.0,0.0
174,23.397804,12.0,30.0,-0.21987282217499887,23.775489807128906,0.0,0.0
175,23.77549,12.0,30.0,-0.05888217540868373,24.227161407470703,0.0,0.0
176,24.227161,12.0,23.25,-0.00589738497079933,24.01622200012207,0.0,0.0
177,24.016222,12.0,23.25,-0.00589738497079933,22.913135528564453,0.0,0.0
178,22.913136,12.0,30.0,-0.00589738497079933,23.086610794067383,0.0,0.0
179,23.08661,12.0,30.0,-0.00589738497079933,22.487401962280273,0.0,0.0
180,22.487402,12.0,30.0,-0.00589738497079933,21.747177124023438,0.0,0.0
181,21.747177,12.0,30.0,-0.00589738497079933,21.63770294189453,0.0,0.0
182,21.637703,12.0,30.0,-0.00589738497079933,22.54134178161621,0.0,0.0
183,22.541342,12.0,30.0,-0.00589738497079933,22.113975524902344,0.0,0.0
184,22.113976,12.0,30.0,-0.00589738497079933,21.566509246826172,0.0,0.0
185,21.56651,12.0,30.0,-0.00589738497079933,21.31892967224121,0.0,0.0
186,21.31893,12.0,30.0,-0.00589738497079933,21.341806411743164,0.0,0.0
187,21.341806,12.0,30.0,-0.00589738497079933,20.856903076171875,0.0,0.0
188,20.856903,12.0,30.0,-0.00589738497079933,21.146089553833008,0.0,0.0
189,21.14609,12.0,30.0,-0.00589738497079933,21.7540340423584,0.0,0.0
190,21.754034,12.0,30.0,-0.00589738497079933,20.44805335998535,0.0,0.0
191,20.448053,12.0,30.0,-0.00589738497079933,20.50217628479004,0.0,0.0
192,20.502176,12.0,30.0,-0.00589738497079933,19.689085006713867,0.0,0.0
193,19.689085,23.25,30.0,-0.00589738497079933,20.41636085510254,0.0,0.0
194,20.41636,12.0,30.0,-0.48383429717975346,21.226774215698242,0.0,0.0
195,21.226774,12.0,30.0,-0.00589738497079933,20.447391510009766,0.0,0.0
196,20.447392,12.0,30.0,-0.00589738497079933,21.065317153930664,0.0,0.0
197,21.065317,12.0,30.0,-0.00589738497079933,20.78774070739746,0.0,0.0
198,20.78774,12.0,30.0,-0.00589738497079933,19.476224899291992,0.0,0.0
199,19.476225,23.25,30.0,-0.03291045199615899,20.2370548248291,0.0,0.0
200,20.237055,12.0,30.0,-0.48383429717975346,20.365140914916992,0.0,0.0
201,20.36514,12.0,30.0,-0.00589738497079933,19.537029266357422,0.0,0.0
202,19.53703,23.25,30.0,-0.0198090470950572,20.857616424560547,0.0,0.0
203,20.857616,12.0,30.0,-0.48383429717975346,20.62338638305664,0.0,0.0
204,20.623386,12.0,30.0,-0.00589738497079933,20.81979751586914,0.0,0.0
205,20.819798,12.0,30.0,-0.007680088921416634,20.475292205810547,0.0,0.0
206,20.475292,12.0,30.0,-0.053763289044219724,19.855941772460938,0.0,0.0
207,19.855942,23.25,30.0,-0.10418940208386657,19.46586799621582,0.0,0.0
208,19.465868,23.25,30.0,-0.48383429717975346,20.810073852539062,0.0,0.0
209,20.810074,12.0,30.0,-0.48383429717975346,21.019733428955078,0.0,0.0
210,21.019733,12.0,30.0,-0.00589738497079933,20.237079620361328,0.0,0.0
211,20.23708,12.0,30.0,-0.022463182785479367,20.0229549407959,0.0,0.0
212,20.022955,12.0,30.0,-0.06811827712499868,19.516454696655273,0.0,0.0
213,19.516455,23.25,30.0,-0.11535738438807114,19.597850799560547,0.0,0.0
214,19.59785,23.25,30.0,-0.48383429717975346,20.235328674316406,0.0,0.0
215,20.235329,12.0,30.0,-0.4967331055789235,21.068065643310547,0.0,0.0
216,21.068066,12.0,30.0,-0.017193239462762067,19.28261375427246,0.0,0.0
217,19.282614,23.25,30.0,-0.07729683646694749,19.684776306152344,0.0,0.0
218,19.684776,23.25,30.0,-0.4938991880388561,20.517709732055664,0.0,0.0
219,20.51771,12.0,30.0,-0.4915908031929654,22.1737060546875,0.0,0.0
220,22.173706,12.0,30.0,-0.011948587381249572,19.990251541137695,0.0,0.0
221,19.990252,23.25,30.0,-0.011252084824582245,19.690343856811523,0.0,0.0
222,19.690344,23.25,30.0,-0.4267462569215015,20.278167724609375,0.0,0.0
223,20.278168,12.0,30.0,-0.29362883373152127,23.42498016357422,0.0,0.0
224,23.42498,12.0,30.0,-0.00589738497079933,22.930753707885742,0.0,0.0
225,22.930754,12.0,30.0,-0.030105830002069615,23.6994571685791,0.0,0.0
226,23.699457,12.0,30.0,-0.25279370128308903,24.502920150756836,0.0,0.0
227,24.50292,12.0,23.25,-0.7474535955055241,24.860239028930664,0.0,0.0
228,24.860239,12.0,23.25,-0.05659094024573391,22.36272430419922,0.0,0.0
229,22.362724,12.0,30.0,-0.06410480803236267,23.944671630859375,0.0,0.0
230,23.944672,12.0,30.0,-0.8392405684988624,24.446435928344727,0.0,0.0
231,24.446436,12.0,23.25,-1.314690509072122,26.390090942382812,0.0,0.0
232,26.39009,12.0,23.25,-0.1489956220995826,23.33479118347168,0.0,0.0
233,23.334791,12.0,30.0,-0.19242220131367854,22.494083404541016,0.0,0.0
234,22.494083,12.0,30.0,-1.122437417215745,25.348434448242188,0.0,0.0
235,25.348434,12.0,23.25,-1.5838290129410406,25.47616958618164,0.0,0.0
236,25.47617,12.0,23.25,-0.2882303494829582,23.230880737304688,0.0,0.0
237,23.23088,12.0,30.0,-0.23282414029456272,23.494028091430664,0.0,0.0
238,23.494028,12.0,30.0,-1.160290899085771,24.836576461791992,0.0,0.0
239,24.836576,12.0,23.25,-1.5441683355838696,26.11949920654297,0.0,0.0
240,26.1195,12.0,23.25,-0.3238533465455565,23.43170738220215,0.0,0.0
241,23.431707,12.0,30.0,-0.2625271179758524,23.11526870727539,0.0,0.0
242,23.115269,12.0,30.0,-1.0050061944451292,25.837852478027344,0.0,0.0
243,25.837852,12.0,23.25,-1.6991037117597392,25.45539093017578,0.0,0.0
244,25.45539,12.0,23.25,-0.38112765177663455,22.319509506225586,0.0,0.0
245,22.31951,12.0,30.0,-0.325385307868046,23.24131202697754,0.0,0.0
246,23.241312,12.0,30.0,-1.2862375046731909,26.11609649658203,0.0,0.0
247,26.116096,12.0,23.25,-1.9657304466943815,26.901029586791992,0.0,0.0
248,26.90103,12.0,23.25,-0.41685774795975994,24.253530502319336,0.0,0.0
249,24.25353,12.0,23.25,-0.3632183226542569,22.103652954101562,0.0,0.0
250,22.103653,12.0,30.0,-0.34951571068523085,24.370576858520508,0.0,0.0
251,24.370577,12.0,23.25,-1.3629902917912695,25.959049224853516,0.0,0.0
252,25.95905,12.0,23.25,-0.32301711857298593,23.044965744018555,0.0,0.0
253,23.044966,12.0,30.0,-0.3628319600496172,22.391746520996094,0.0,0.0
254,22.391747,12.0,30.0,-1.4116882331886798,26.364715576171875,0.0,0.0
255,26.364716,12.0,23.25,-2.023339795814675,28.542156219482422,0.0,0.0
256,28.542156,12.0,23.25,-0.3489778569058856,23.25064468383789,0.0,0.0
257,23.250645,12.0,30.0,-0.3384935195678476,23.63797378540039,0.0,0.0
258,23.637974,12.0,30.0,-1.3890072569230838,26.149995803833008,0.0,0.0
259,26.149996,12.0,23.25,-2.0431995963860725,26.777677536010742,0.0,0.0
260,26.777678,12.0,23.25,-0.16154123481992091,23.089900970458984,0.0,0.0
261,23.089901,12.0,30.0,-0.13612501554281514,23.273408889770508,0.0,0.0
262,23.273409,12.0,30.0,-1.2144781201336485,26.42013931274414,0.0,0.0
263,26.42014,12.0,23.25,-1.303729952232139,25.740478515625,0.0,0.0
264,25.740479,12.0,23.25,-0.05287596548958566,22.9661808013916,0.0,0.0
265,22.96618,12.0,30.0,-0.013935888141890115,23.865482330322266,0.0,0.0
266,23.865482,12.0,30.0,-0.5464333719836549,24.897281646728516,0.0,0.0
267,24.897282,12.0,23.25,-0.521306982533071,24.34747314453125,0.0,0.0
268,24.347473,12.0,23.25,-0.010828343887184224,23.999683380126953,0.0,0.0
269,23.999683,12.0,30.0,-0.00589738497079933,23.058605194091797,0.0,0.0
270,23.058605,12.0,30.0,-0.11207822775004145,24.232257843017578,0.0,0.0
271,24.232258,12.0,23.25,-0.00589738497079933,24.014009475708008,0.0,0.0
272,24.01401,12.0,23.25,-0.00589738497079933,23.260570526123047,0.0,0.0
273,23.26057,12.0,30.0,-0.00589738497079933,23.11115264892578,0.0,0.0
274,23.111153,12.0,30.0,-0.00589738497079933,22.24985122680664,0.0,0.0
275,22.249851,12.0,30.0,-0.00589738497079933,22.662635803222656,0.0,0.0
276,22.662636,12.0,30.0,-0.00589738497079933,22.382625579833984,0.0,0.0
277,22.382626,12.0,30.0,-0.00589738497079933,22.32089614868164,0.0,0.0
278,22.320896,12.0,30.0,-0.00589738497079933,22.268661499023438,0.0,0.0
279,22.268661,12.0,30.0,-0.00589738497079933,21.377206802368164,0.0,0.0
280,21.377207,12.0,30.0,-0.00589738497079933,21.079669952392578,0.0,0.0
281,21.07967,12.0,30.0,-0.00589738497079933,21.91720199584961,0.0,0.0
282,21.917202,12.0,30.0,-0.00589738497079933,20.990388870239258,0.0,0.0
283,20.990389,12.0,30.0,-0.00589738497079933,21.65724754333496,0.0,0.0
284,21.657248,12.0,30.0,-0.00589738497079933,20.95058822631836,0.0,0.0
285,20.950588,12.0,30.0,-0.00589738497079933,20.47739601135254,0.0,0.0
286,20.477396,12.0,30.0,-0.00589738497079933,20.629384994506836,0.0,0.0
287,20.629385,12.0,30.0,-0.00589738497079933,20.301006317138672,0.0,0.0
288,20.301006,12.0,30.0,-0.00589738497079933,20.484167098999023,0.0,0.0
289,20.484167,12.0,30.0,-0.00589738497079933,20.60108184814453,0.0,0.0
290,20.601082,12.0,30.0,-0.00589738497079933,20.97676658630371,0.0,0.0
291,20.976767,12.0,30.0,-0.00589738497079933,20.448156356811523,0.0,0.0
292,20.448156,12.0,30.0,-0.01486620715232872,19.093107223510742,0.0,0.0
293,19.093107,23.25,30.0,-0.05517517435892221,18.86098289489746,0.0,0.0
294,18.860983,23.25,30.0,-0.48383429717975346,20.995237350463867,0.0,0.0
295,20.995237,12.0,30.0,-0.48383429717975346,21.129955291748047,0.0,0.0
296,21.129955,12.0,30.0,-0.00589738497079933,19.58445167541504,0.0,0.0
297,19.584452,23.25,30.0,-0.00589738497079933,20.341707229614258,0.0,0.0
298,20.341707,12.0,30.0,-0.48383429717975346,21.488914489746094,0.0,0.0
299,21.488914,12.0,30.0,-0.00589738497079933,20.172422409057617,0.0,0.0
300,20.172422,12.0,30.0,-0.00589738497079933,20.19063377380371,0.0,0.0
301,20.190634,12.0,30.0,-0.00589738497079933,20.362516403198242,0.0,0.0
302,20.362516,12.0,30.0,-0.050724462304618405,19.285497665405273,0.0,0.0
303,19.285498,23.25,30.0,-0.0922002788367085,20.523860931396484,0.0,0.0
304,20.52386,12.0,30.0,-0.48383429717975346,20.7554988861084,0.0,0.0
305,20.755499,12.0,30.0,-0.01736606844619009,19.663095474243164,0.0,0.0
306,19.663095,23.25,30.0,-0.09915194396331023,20.37314796447754,0.0,0.0
307,20.373148,12.0,30.0,-0.48383429717975346,20.612512588500977,0.0,0.0
308,20.612513,12.0,30.0,-0.026172819809355423,20.068077087402344,0.0,0.0
309,20.068077,12.0,30.0,-0.11103622709616451,20.241117477416992,0.0,0.0
310,20.241117,12.0,30.0,-0.15543738989934225,18.827686309814453,0.0,0.0
311,18.827686,23.25,30.0,-0.22400812865379177,20.310136795043945,0.0,0.0
312,20.310137,12.0,30.0,-0.5039286477434463,20.649627685546875,0.0,0.0
313,20.649628,12.0,30.0,-0.15175009568277176,20.00841522216797,0.0,0.0
314,20.008415,12.0,30.0,-0.23239255705310463,20.00292205810547,0.0,0.0
315,20.002922,12.0,30.0,-0.27627314378476525,19.769821166992188,0.0,0.0
316,19.769821,23.25,30.0,-0.32332171721353115,19.14006996154785,0.0,0.0
317,19.14007,23.25,30.0,-0.515387321644407,19.476194381713867,0.0,0.0
318,19.476194,23.25,30.0,-0.45705087118871074,20.072792053222656,0.0,0.0
319,20.072792,12.0,30.0,-0.38557856510303357,22.4926700592041,0.0,0.0
320,22.49267,12.0,30.0,-0.013138403288112485,22.72353744506836,0.0,0.0
321,22.723537,12.0,30.0,-0.009667371861427475,24.443161010742188,0.0,0.0
322,24.443161,12.0,23.25,-0.11777768461682397,23.41182518005371,0.0,0.0
323,23.411825,12.0,30.0,-0.006961135422435473,23.245492935180664,0.0,0.0
324,23.245493,12.0,30.0,-0.6245370333304461,25.075660705566406,0.0,0.0
325,25.07566,12.0,23.25,-1.0201595059749682,25.916412353515625,0.0,0.0
326,25.916412,12.0,23.25,-0.040737185801744964,23.20500373840332,0.0,0.0
327,23.205004,12.0,30.0,-0.05275505484684735,22.299928665161133,0.0,0.0
328,22.299929,12.0,30.0,-0.9472441330359924,25.154911041259766,0.0,0.0
329,25.154911,12.0,23.25,-1.4321463428306842,26.42573356628418,0.0,0.0
330,26.425734,12.0,23.25,-0.1540130841445269,22.624561309814453,0.0,0.0
331,22.624561,12.0,30.0,-0.12251949130913427,21.978717803955078,0.0,0.0
332,21.978718,12.0,30.0,-1.0456327882075338,26.09357452392578,0.0,0.0
333,26.093575,12.0,23.25,-1.5885252121770106,26.24295997619629,0.0,0.0
334,26.24296,12.0,23.25,-0.28931043580635873,23.972007751464844,0.0,0.0
335,23.972008,12.0,30.0,-0.21260653652914252,22.939260482788086,0.0,0.0
336,22.93926,12.0,30.0,-0.9605160833387182,25.2534236907959,0.0,0.0
337,25.253424,12.0,23.25,-1.4549218506221717,26.314441680908203,0.0,0.0
338,26.314442,12.0,23.25,-0.3222969750020456,23.62636375427246,0.0,0.0
